epoch,step,train_bbox_loss,train_conf_loss,train_loss,train_mean_iou,train_precision,train_recall,val_bbox_loss,val_conf_loss,val_loss,val_mean_iou,val_precision,val_recall
9,989,0.003495041048154235,9.217065235134214e-05,0.0035872117150574923,,,,,,,,,
9,999,0.009233683347702026,8.894742495613173e-05,0.009322631172835827,,,,,,,,,
9,1009,0.00452521862462163,6.0417478380259126e-05,0.00458563631400466,,,,,,,,,
9,1009,,,,,,,0.004360503517091274,7.909997657407075e-05,0.004439604002982378,0.0827798917889595,0.023255813866853714,0.023255813866853714
9,1009,,,,0.004702119156718254,0.0,0.0,,,,,,
10,1019,0.013467860408127308,6.645286339335144e-05,0.013534313067793846,,,,,,,,,
10,1029,0.011591436341404915,5.16191212227568e-05,0.011643055826425552,,,,,,,,,
10,1039,0.0017647314816713333,0.00010137150820810348,0.0018661030335351825,,,,,,,,,
10,1049,0.02895198203623295,8.942946442402899e-05,0.029041411355137825,,,,,,,,,
10,1059,0.00924890860915184,0.0002528053300920874,0.009501714259386063,,,,,,,,,
10,1069,0.004502740688621998,6.749040039721876e-05,0.004570231307297945,,,,,,,,,
10,1079,0.012532614171504974,5.16191212227568e-05,0.012584233656525612,,,,,,,,,
10,1089,0.006076072342693806,5.072938074590638e-05,0.006126801948994398,,,,,,,,,
10,1099,0.002253083512187004,0.00010141135135199875,0.0023544947616755962,,,,,,,,,
10,1109,0.0008822828531265259,0.00014819524949416518,0.001030478160828352,,,,,,,,,
10,1110,,,,,,,0.004238343797624111,7.712740625720471e-05,0.004315471276640892,0.06430461257696152,0.023255813866853714,0.023255813866853714
10,1110,,,,0.006088091526180506,0.004950494971126318,0.004950494971126318,,,,,,
11,1119,0.005688771139830351,4.59371913166251e-05,0.005734708160161972,,,,,,,,,
11,1129,0.008408118970692158,0.00011390198051230982,0.008522020652890205,,,,,,,,,
11,1139,0.013592171482741833,5.2074523409828544e-05,0.013644246384501457,,,,,,,,,
11,1149,0.0016867850208655,5.9543774113990366e-05,0.0017463287804275751,,,,,,,,,
11,1159,0.0047278269194066525,0.0001277387491427362,0.0048555657267570496,,,,,,,,,
11,1169,0.011268457397818565,7.509359420510009e-05,0.011343550868332386,,,,,,,,,
11,1179,0.0022828527726233006,0.00017144644516520202,0.002454299246892333,,,,,,,,,
11,1189,0.018411848694086075,9.90565458778292e-05,0.018510906025767326,,,,,,,,,
11,1199,0.016122186556458473,0.00011253189586568624,0.01623471826314926,,,,,,,,,
11,1209,0.005542377009987831,4.5398901420412585e-05,0.0055877757258713245,,,,,,,,,
11,1211,,,,,,,0.004112080205231905,8.517078822478652e-05,0.004197250586003065,0.02232549525797367,0.0,0.0
11,1211,,,,0.0029522618278861046,0.0,0.0,,,,,,
12,1219,0.012973572127521038,0.0001145834248745814,0.013088155537843704,,,,,,,,,
12,1229,0.0016281907446682453,0.00039373745676130056,0.0020219283178448677,,,,,,,,,
12,1239,0.00220700167119503,7.971799641381949e-05,0.002286719623953104,,,,,,,,,
12,1249,0.001775112934410572,7.36177753424272e-05,0.0018487307243049145,,,,,,,,,
12,1259,0.014565559104084969,7.712034857831895e-05,0.014642679132521152,,,,,,,,,
12,1269,0.02046942338347435,4.59371913166251e-05,0.020515359938144684,,,,,,,,,
12,1279,0.008863294497132301,4.743586032418534e-05,0.008910730481147766,,,,,,,,,
12,1289,0.01827852800488472,7.115669723134488e-05,0.01834968477487564,,,,,,,,,
12,1299,0.014639134518802166,4.5398901420412585e-05,0.014684533700346947,,,,,,,,,
12,1309,0.006738210562616587,0.00011388506391085684,0.006852095481008291,,,,,,,,,
12,1312,,,,,,,0.004716676194220781,8.255059219663963e-05,0.004799226764589548,0.07414267212152481,0.023255813866853714,0.023255813866853714
12,1312,,,,0.0011608805507421494,0.0,0.0,,,,,,
13,1319,0.002891073003411293,9.140838665189222e-05,0.0029824813827872276,,,,,,,,,
13,1329,0.011191366240382195,4.842122143600136e-05,0.011239787563681602,,,,,,,,,
13,1339,0.009064588695764542,6.477676652139053e-05,0.009129365906119347,,,,,,,,,
13,1349,0.012613687664270401,0.00012189301196485758,0.012735581025481224,,,,,,,,,
13,1359,0.008550329133868217,4.9655598559184e-05,0.008599984459578991,,,,,,,,,
13,1369,0.011689560487866402,0.00016490084817633033,0.011854461394250393,,,,,,,,,
13,1379,0.0063581266440451145,0.00011071663175243884,0.006468843203037977,,,,,,,,,
13,1389,0.01627904176712036,0.000531838508322835,0.016810880973935127,,,,,,,,,
13,1399,0.0072201816365122795,5.462988337967545e-05,0.0072748116217553616,,,,,,,,,
13,1409,0.000725120073184371,6.012396625010297e-05,0.0007852440467104316,,,,,,,,,
13,1413,,,,,,,0.005025716498494148,6.877420673845336e-05,0.00509449141100049,0.03702027350664139,0.023255813866853714,0.023255813866853714
13,1413,,,,0.007556788623332977,0.0,0.0,,,,,,
14,1419,0.010713707655668259,4.5398901420412585e-05,0.01075910683721304,,,,,,,,,
14,1429,0.025656644254922867,4.5398901420412585e-05,0.025702042505145073,,,,,,,,,
14,1439,0.0059892116114497185,0.0002415901399217546,0.006230801809579134,,,,,,,,,
14,1449,0.01214038860052824,9.112573025049642e-05,0.012231514789164066,,,,,,,,,
14,1459,0.005472734570503235,0.00013841077452525496,0.005611145403236151,,,,,,,,,
14,1469,0.007778554689139128,0.00020236882846802473,0.007980923168361187,,,,,,,,,
14,1479,0.01512277964502573,0.00013315625255927444,0.015255935490131378,,,,,,,,,
14,1489,0.015629250556230545,5.372565647121519e-05,0.015682976692914963,,,,,,,,,
14,1499,0.017340917140245438,0.00010191325418418273,0.01744282990694046,,,,,,,,,
14,1509,0.005815559532493353,4.5398901420412585e-05,0.005860958248376846,,,,,,,,,
14,1514,,,,,,,0.004741902928799391,7.258728874148801e-05,0.0048144906759262085,0.0,0.0,0.0
14,1514,,,,0.011117175221443176,0.0,0.0,,,,,,
15,1519,0.015872793272137642,0.00013152147585060447,0.01600431464612484,,,,,,,,,
15,1529,0.01948651857674122,6.582564674317837e-05,0.01955234445631504,,,,,,,,,
15,1539,0.008129472844302654,0.00014624104369431734,0.00827571377158165,,,,,,,,,
15,1549,0.0114670405164361,8.587574120610952e-05,0.011552915908396244,,,,,,,,,
15,1559,0.0045185089111328125,0.00026972105843015015,0.004788230173289776,,,,,,,,,
15,1569,0.005379646085202694,0.00010315188410459086,0.005482797976583242,,,,,,,,,
15,1579,0.0050096940249204636,0.0002167613711208105,0.005226455628871918,,,,,,,,,
15,1589,0.0022091693244874477,0.00032976851798594,0.0025389378424733877,,,,,,,,,
15,1599,0.022320693358778954,0.00024948042118921876,0.0225701741874218,,,,,,,,,
15,1609,0.0023893676698207855,0.00011388501297915354,0.00250325258821249,,,,,,,,,
15,1615,,,,,,,0.0043945652432739735,0.00013540792861022055,0.004529973026365042,0.06492160260677338,0.0,0.0
15,1615,,,,0.009906360879540443,0.0,0.0,,,,,,
16,1619,0.00958737451583147,0.00013183239207137376,0.00971920695155859,,,,,,,,,
16,1629,0.00320856343023479,5.4214237025007606e-05,0.003262777579948306,,,,,,,,,
16,1639,0.005869605112820864,4.9655598559184e-05,0.0059192609041929245,,,,,,,,,
16,1649,0.015241043642163277,4.5398901420412585e-05,0.015286442823708057,,,,,,,,,
16,1659,0.006750882603228092,0.0002616637502796948,0.00701254652813077,,,,,,,,,
16,1669,0.01094806008040905,0.00014597963308915496,0.011094039306044579,,,,,,,,,
16,1679,0.01542043685913086,8.21033027023077e-05,0.01550254039466381,,,,,,,,,
16,1689,0.011434103362262249,0.0002808021963573992,0.011714905500411987,,,,,,,,,
16,1699,0.00812546256929636,0.00038727407809346914,0.008512736298143864,,,,,,,,,
16,1709,0.016516676172614098,0.0003734199272003025,0.01689009554684162,,,,,,,,,
16,1716,,,,,,,0.004650254733860493,0.0001334053376922384,0.00478365970775485,0.00013961433432996273,0.0,0.0
16,1716,,,,0.011519115418195724,0.004950494971126318,0.004950494971126318,,,,,,
