epoch,step,train_bbox_loss,train_conf_loss,train_loss,train_mean_iou,train_precision,train_recall,val_bbox_loss,val_conf_loss,val_loss,val_mean_iou,val_precision,val_recall
0,9,0.019089389592409134,0.01671253889799118,0.035801928490400314,,,,,,,,,
0,19,0.014314863830804825,0.00102605065330863,0.015340914949774742,,,,,,,,,
0,29,0.01239425502717495,0.00031074482831172645,0.01270500011742115,,,,,,,,,
0,39,0.03521448373794556,0.0006256526103243232,0.03584013506770134,,,,,,,,,
0,49,0.002766527933999896,0.0013431771658360958,0.004109704867005348,,,,,,,,,
0,59,0.009054025635123253,0.0020308103412389755,0.011084835976362228,,,,,,,,,
0,69,0.028208492323756218,0.0019000187749043107,0.030108511447906494,,,,,,,,,
0,79,0.004648633301258087,0.0006592374993488193,0.005307870917022228,,,,,,,,,
0,89,0.0076933493837714195,0.0007047367980703712,0.008398085832595825,,,,,,,,,
0,99,0.003890586318448186,0.0010656758677214384,0.004956262186169624,,,,,,,,,
0,100,,,,,,,0.0057040732353925705,0.0008031516917981207,0.006507225334644318,0.040425725281238556,0.0,0.0
0,100,,,,0.00797940231859684,0.0,0.0,,,,,,
1,109,0.008071796968579292,0.0015124003402888775,0.009584197774529457,,,,,,,,,
1,119,0.020967213436961174,0.0004492310981731862,0.021416444331407547,,,,,,,,,
1,129,0.03469107672572136,0.0013879232574254274,0.03607900068163872,,,,,,,,,
1,139,0.008822010830044746,0.0026552299968898296,0.011477241292595863,,,,,,,,,
1,149,0.014761706814169884,0.00036141774035058916,0.015123124234378338,,,,,,,,,
1,159,0.012366345152258873,0.0005688099190592766,0.01293515507131815,,,,,,,,,
1,169,0.009970027953386307,0.0013800638262182474,0.01135009154677391,,,,,,,,,
1,179,0.013215959072113037,0.0006038472056388855,0.013819806277751923,,,,,,,,,
1,189,0.017061494290828705,0.0011424574768170714,0.01820395141839981,,,,,,,,,
1,199,0.003057015361264348,0.0005111219943501055,0.0035681372974067926,,,,,,,,,
1,201,,,,,,,0.004413924645632505,0.0006401077844202518,0.005054032895714045,5.5364391300827265e-05,0.0,0.0
1,201,,,,0.00226769270375371,0.0,0.0,,,,,,
2,209,0.020464207977056503,0.0004319181898608804,0.020896125584840775,,,,,,,,,
2,219,0.007855415344238281,0.000311633397359401,0.008167048916220665,,,,,,,,,
2,229,0.026726096868515015,0.0003654001629911363,0.0270914975553751,,,,,,,,,
2,239,0.011812414973974228,0.0004400149919092655,0.012252429500222206,,,,,,,,,
2,249,0.00467911921441555,0.0005506623419933021,0.00522978138178587,,,,,,,,,
2,259,0.0128006711602211,0.0003954977437388152,0.013196168467402458,,,,,,,,,
2,269,0.001206374610774219,0.0009613271686248481,0.0021677017211914062,,,,,,,,,
2,279,0.013197164051234722,0.0003199857601430267,0.013517149724066257,,,,,,,,,
2,289,0.019180476665496826,0.00036668789107352495,0.01954716444015503,,,,,,,,,
2,299,0.02483946830034256,0.00030157912988215685,0.025141047313809395,,,,,,,,,
2,302,,,,,,,0.0047965217381715775,0.00033051305217668414,0.005127035081386566,0.061537209898233414,0.023255813866853714,0.023255813866853714
2,302,,,,0.007699829526245594,0.0,0.0,,,,,,
3,309,0.0037790792994201183,0.0002548793563619256,0.004033958539366722,,,,,,,,,
3,319,0.007987629622220993,0.00018013524822890759,0.008167765103280544,,,,,,,,,
3,329,0.008394687436521053,9.83982317848131e-05,0.008493085391819477,,,,,,,,,
3,339,0.024320397526025772,0.00023679542937316,0.024557193741202354,,,,,,,,,
3,349,0.008975908160209656,0.00016244220023509115,0.009138350374996662,,,,,,,,,
3,359,0.005109775811433792,0.00030003726715222,0.005409813020378351,,,,,,,,,
3,369,0.01216085720807314,0.00021227967226877809,0.012373137287795544,,,,,,,,,
3,379,0.022718679159879684,0.00024635210866108537,0.02296503074467182,,,,,,,,,
3,389,0.015504254028201103,0.00039992580423131585,0.015904180705547333,,,,,,,,,
3,399,0.0009002451552078128,0.0004896094324067235,0.0013898545876145363,,,,,,,,,
3,403,,,,,,,0.00913156010210514,0.0004813915293198079,0.009612953290343285,0.0,0.0,0.0
3,403,,,,0.007221043575555086,0.0,0.0,,,,,,
4,409,0.012560555711388588,0.00045423186384141445,0.013014787808060646,,,,,,,,,
4,419,0.020271070301532745,0.000229742843657732,0.02050081267952919,,,,,,,,,
4,429,0.023438751697540283,0.0006882766028866172,0.02412702888250351,,,,,,,,,
4,439,0.012613513506948948,0.0005388955469243228,0.013152409344911575,,,,,,,,,
4,449,0.007152295671403408,0.0005899451207369566,0.007742241024971008,,,,,,,,,
4,459,0.035228993743658066,0.00017581891734153032,0.035404812544584274,,,,,,,,,
4,469,0.006123733706772327,0.00012708641588687897,0.006250820122659206,,,,,,,,,
4,479,0.009696722030639648,0.0009144468349404633,0.010611169040203094,,,,,,,,,
4,489,0.017830457538366318,9.54263232415542e-05,0.017925884574651718,,,,,,,,,
4,499,0.003265836276113987,0.00013735532411374152,0.00340319168753922,,,,,,,,,
4,504,,,,,,,0.00495111383497715,0.0001144009584095329,0.005065514240413904,0.0,0.0,0.0
4,504,,,,0.011153033003211021,0.0,0.0,,,,,,
5,509,0.004979331977665424,0.00011988358164671808,0.005099215544760227,,,,,,,,,
5,519,0.006854508072137833,0.00014164808089844882,0.006996156182140112,,,,,,,,,
5,529,0.005250607151538134,0.000138972100103274,0.005389579106122255,,,,,,,,,
5,539,0.002732144668698311,0.00015823871945030987,0.0028903833590447903,,,,,,,,,
5,549,0.009391523897647858,0.00014856498455628753,0.009540088474750519,,,,,,,,,
5,559,0.006594517733901739,0.00023554658400826156,0.0068300641141831875,,,,,,,,,
5,569,0.009835259988904,0.0003819826524704695,0.010217242874205112,,,,,,,,,
5,579,0.0030050924979150295,8.001791866263375e-05,0.0030851103365421295,,,,,,,,,
5,589,0.012991324067115784,0.00022566085681319237,0.013216985389590263,,,,,,,,,
5,599,0.011891203001141548,7.318695134017617e-05,0.011964390054345131,,,,,,,,,
5,605,,,,,,,0.004485213663429022,0.00011054000060539693,0.004595753736793995,0.0653717964887619,0.0,0.0
5,605,,,,0.014346250332891941,0.0,0.0,,,,,,
6,609,0.015085997059941292,7.80083064455539e-05,0.015164005570113659,,,,,,,,,
6,619,0.009928147308528423,5.3712363296654075e-05,0.009981859475374222,,,,,,,,,
6,629,0.01258666068315506,0.0005488684982992709,0.01313552912324667,,,,,,,,,
6,639,0.02167230099439621,5.372565647121519e-05,0.021726027131080627,,,,,,,,,
6,649,0.013947537168860435,7.603696576552466e-05,0.014023574069142342,,,,,,,,,
6,659,0.006629512179642916,0.00020563261932693422,0.006835144944489002,,,,,,,,,
6,669,0.0047446973621845245,0.00010158796794712543,0.004846285097301006,,,,,,,,,
6,679,0.004406273365020752,6.531624239869416e-05,0.004471589811146259,,,,,,,,,
6,689,0.013903473503887653,0.0002303805376868695,0.01413385383784771,,,,,,,,,
6,699,0.016386808827519417,7.414020365104079e-05,0.016460949555039406,,,,,,,,,
6,706,,,,,,,0.004737799987196922,0.00012071516539435834,0.004858515225350857,0.047015078365802765,0.0,0.0
6,706,,,,0.005480587016791105,0.0,0.0,,,,,,
7,709,0.01038186065852642,0.00019945099484175444,0.010581311769783497,,,,,,,,,
7,719,0.0016918135806918144,0.00031988538103178144,0.002011698903515935,,,,,,,,,
7,729,0.02284151315689087,0.00022331760555971414,0.023064831271767616,,,,,,,,,
7,739,0.00819426029920578,0.00011828804417746142,0.008312548510730267,,,,,,,,,
7,749,0.012804891914129257,0.00032186764292418957,0.01312675978988409,,,,,,,,,
7,759,0.01005182508379221,0.00026435364270582795,0.010316179133951664,,,,,,,,,
7,769,0.010286398231983185,8.320533379446715e-05,0.010369603522121906,,,,,,,,,
7,779,0.00443780655041337,9.567062807036564e-05,0.0045334771275520325,,,,,,,,,
7,789,0.01163522619754076,0.00015578564489260316,0.01179101224988699,,,,,,,,,
7,799,0.0017442055977880955,0.0002498240501154214,0.0019940296187996864,,,,,,,,,
7,807,,,,,,,0.0044670095667243,0.00010444485087646171,0.004571453668177128,0.047856736928224564,0.0,0.0
7,807,,,,0.008974036201834679,0.0,0.0,,,,,,
8,809,0.004544769413769245,8.848927973303944e-05,0.0046332585625350475,,,,,,,,,
8,819,0.003349555190652609,0.0002181876334361732,0.003567742882296443,,,,,,,,,
8,829,0.001461296807974577,0.0001352997642243281,0.0015965965576469898,,,,,,,,,
8,839,0.003449082840234041,0.0001044384844135493,0.003553521353751421,,,,,,,,,
8,849,0.0031533839646726847,0.0001268702035304159,0.003280254080891609,,,,,,,,,
8,859,0.023407280445098877,8.672500553075224e-05,0.02349400520324707,,,,,,,,,
8,869,0.007076985202729702,0.00011402439122321084,0.007191009819507599,,,,,,,,,
8,879,0.009101122617721558,0.0003492381365504116,0.009450361132621765,,,,,,,,,
8,889,0.010434790514409542,8.512108615832403e-05,0.010519911535084248,,,,,,,,,
8,899,0.025278566405177116,0.0002086167223751545,0.025487182661890984,,,,,,,,,
8,908,,,,,,,0.004579294007271528,0.0001011603744700551,0.004680453799664974,0.07831911742687225,0.023255813866853714,0.023255813866853714
8,908,,,,0.010217423550784588,0.009900989942252636,0.009900989942252636,,,,,,
9,909,0.0043331230990588665,6.348224269459024e-05,0.004396605305373669,,,,,,,,,
9,919,0.007781016640365124,8.09549746918492e-05,0.007861971855163574,,,,,,,,,
9,929,0.022160867229104042,8.536661334801465e-05,0.022246234118938446,,,,,,,,,
9,939,0.005510667804628611,0.0002002894616452977,0.005710957106202841,,,,,,,,,
9,949,0.009871876798570156,4.9237693019676954e-05,0.009921114891767502,,,,,,,,,
9,959,0.006684054620563984,0.00010898592881858349,0.006793040782213211,,,,,,,,,
9,969,0.007845822721719742,0.00022140852524898946,0.008067231625318527,,,,,,,,,
9,979,0.02203512005507946,0.00014817836927250028,0.02218329906463623,,,,,,,,,
